location,Basel
lat,47.75000
lon,7.50000
asl,363.653
variable,Temperature
unit,°C
level,2 m elevation corrected
resolution,hourly
aggregation,None
timestamp,Basel Temperature [2 m elevation corrected]
19830210T1500,0.4602454
19830210T1600,0.22024539
19830210T1700,0.1502454
19830210T1800,-0.2597546
19830210T1900,-1.7497545
19830210T2000,-1.6797546
19830210T2100,-1.6797546
19830210T2200,-1.8397547
19830210T2300,-1.6197547
19830211T0000,-1.6997546
19830211T0100,-1.7097546
19830211T0200,-1.4597546
19830211T0300,-1.5397545
19830211T0400,-1.3797545
19830211T0500,-1.1597546
19830211T0600,-1.0197546
19830211T0700,-0.97975457
19830211T0800,-0.90975463
19830211T0900,-0.8297546
19830211T1000,-1.3097546
19830211T1100,-0.3897546
19830211T1200,-0.3097546
19830211T1300,-0.09975457
19830211T1400,-0.39975458
19830211T1500,-0.1397546
19830211T1600,-0.52975464
19830211T1700,-0.6797546
19830211T1800,-1.0297546
19830211T1900,-1.6897546
19830211T2000,-1.6297547
19830211T2100,-1.7597545
19830211T2200,-2.0997548
19830211T2300,-2.3397546
19830212T0000,-2.4297547
19830212T0100,-2.5797548
19830212T0200,-2.5197544
19830212T0300,-2.6597548
19830212T0400,-2.6097546
19830212T0500,-2.6197548
19830212T0600,-2.5797548
19830212T0700,-2.3997545
19830212T0800,-2.2597547
19830212T0900,-2.1797547
19830212T1000,-2.3797545
19830212T1100,-0.7197546
19830212T1200,-0.41975462
19830212T1300,-0.17975461
19830212T1400,-0.23975462
19830212T1500,-0.07975459
19830212T1600,-0.3897546
19830212T1700,-0.4397546
19830212T1800,-0.87975454
19830212T1900,-1.2397546
19830212T2000,-1.4897546
19830212T2100,-2.4297547
19830212T2200,-3.3097544
19830212T2300,-3.479755
19830213T0000,-3.8997545
19830213T0100,-3.4897547
19830213T0200,-3.3097544
19830213T0300,-3.999755
19830213T0400,-3.7397547
19830213T0500,-3.459755
19830213T0600,-3.4397545
19830213T0700,-3.0797548
19830213T0800,-2.9097548
19830213T0900,-2.4897547
19830213T1000,-2.4797544
19830213T1100,-0.28975457
19830213T1200,0.16024542
19830213T1300,0.5802454
19830213T1400,0.6902454
19830213T1500,1.0502454
19830213T1600,0.7302454
19830213T1700,0.3202454
19830213T1800,-1.0697546
19830213T1900,-2.7197547
19830213T2000,-2.7997546
19830213T2100,-2.7897544
19830213T2200,-3.6597548
19830213T2300,-4.119755
19830214T0000,-4.2997546
19830214T0100,-4.229755
19830214T0200,-4.1897545
19830214T0300,-3.8297548
19830214T0400,-3.8097548
19830214T0500,-3.4697547
19830214T0600,-3.2797546
19830214T0700,-3.0697546
19830214T0800,-3.0897546
19830214T0900,-2.3497548
19830214T1000,-1.8397547
19830214T1100,0.070245415
19830214T1200,0.2802454
19830214T1300,0.47024542
19830214T1400,0.4802454
19830214T1500,0.7002454
19830214T1600,0.6802454
19830214T1700,0.4202454
19830214T1800,-0.3197546
19830214T1900,-1.2397546
19830214T2000,-1.3997546
19830214T2100,-0.8497546
19830214T2200,-1.4697546
19830214T2300,-1.7697545
19830215T0000,-2.0197544
19830215T0100,-2.3497548
19830215T0200,-2.3897548
19830215T0300,-2.6797547
19830215T0400,-3.6197548
19830215T0500,-3.4097548
19830215T0600,-3.3897548
19830215T0700,-2.7297544
19830215T0800,-2.7297544
19830215T0900,-1.4897546
19830215T1000,-1.0697546
19830215T1100,0.6802454
19830215T1200,0.3802454
19830215T1300,0.7602454
19830215T1400,1.0102454
19830215T1500,1.3902454
19830215T1600,0.9802454
19830215T1700,1.0702454
19830215T1800,0.5702454
19830215T1900,-0.009754598
19830215T2000,-0.3097546
19830215T2100,-0.9397546
19830215T2200,-2.1097546
19830215T2300,-2.5097547
19830216T0000,-2.9597545
19830216T0100,-3.2797546
19830216T0200,-3.6097546
19830216T0300,-4.4197545
19830216T0400,-4.889755
19830216T0500,-5.099755
19830216T0600,-5.099755
19830216T0700,-5.6797547
19830216T0800,-5.269755
19830216T0900,-4.539755
19830216T1000,-4.0897546
19830216T1100,-1.6997546
19830216T1200,-1.3597546
19830216T1300,-0.63975465
19830216T1400,-0.3797546
19830216T1500,0.090245396
19830216T1600,-0.07975459
19830216T1700,-0.40975457
19830216T1800,-1.6897546
19830216T1900,-3.2397547
19830216T2000,-3.5397549
19830216T2100,-4.1097546
19830216T2200,-4.459755
19830216T2300,-5.099755
19830217T0000,-5.289755
19830217T0100,-5.5497546
19830217T0200,-6.139755
19830217T0300,-6.6497545
19830217T0400,-6.769755
19830217T0500,-6.9897547
19830217T0600,-7.2397547
19830217T0700,-7.5197544
19830217T0800,-7.1997547
19830217T0900,-6.099755
19830217T1000,-4.539755
19830217T1100,-1.5097545
19830217T1200,-0.9397546
19830217T1300,-0.4397546
19830217T1400,-0.16975462
19830217T1500,0.5402454
19830217T1600,0.2702454
19830217T1700,0.13024542
19830217T1800,-0.9697546
19830217T1900,-2.7797546
19830217T2000,-2.9797544
19830217T2100,-3.3397546
19830217T2200,-4.119755
19830217T2300,-4.7597547
19830218T0000,-5.0297546
19830218T0100,-5.579755
19830218T0200,-5.7997546
19830218T0300,-6.749755
19830218T0400,-7.019755
19830218T0500,-6.9397545
19830218T0600,-7.3797545
19830218T0700,-7.3597546
19830218T0800,-6.9697547
19830218T0900,-4.7997546
19830218T1000,-4.139755
19830218T1100,0.41024542
19830218T1200,0.8502454
19830218T1300,1.3602455
19830218T1400,1.8702455
19830218T1500,2.9402456
19830218T1600,3.0202456
19830218T1700,2.1402454
19830218T1800,2.0202456
19830218T1900,-0.5697546
19830218T2000,-2.3997545
19830218T2100,-3.8097548
19830218T2200,-4.6097546
19830218T2300,-5.7997546
19830219T0000,-5.9697547
19830219T0100,-5.9097548
19830219T0200,-5.979755
19830219T0300,-6.3397546
19830219T0400,-6.369755
19830219T0500,-6.2397547
19830219T0600,-6.6997547
19830219T0700,-6.269755
19830219T0800,-6.1497545
19830219T0900,-4.7597547
19830219T1000,-2.9697547
19830219T1100,1.3802454
19830219T1200,1.3502455
19830219T1300,2.1002455
19830219T1400,2.6002455
19830219T1500,3.9502454
19830219T1600,3.8402452
19830219T1700,3.0402455
19830219T1800,2.1302454
19830219T1900,1.4802454
19830219T2000,0.5902454
19830219T2100,-2.1397548
19830219T2200,-3.3097544
19830219T2300,-6.0697546
19830220T0000,-6.1797547
19830220T0100,-6.3197546
19830220T0200,-6.3797545
19830220T0300,-7.1997547
19830220T0400,-7.579755
19830220T0500,-7.879755
19830220T0600,-7.9797544
19830220T0700,-7.8097544
19830220T0800,-7.549755
19830220T0900,-4.749755
19830220T1000,-2.8897548
19830220T1100,1.0302454
19830220T1200,1.0802454
19830220T1300,1.6702454
19830220T1400,1.9602454
19830220T1500,2.7802453
19830220T1600,2.5202456
19830220T1700,1.9702454
19830220T1800,-0.97975457
19830220T1900,-2.1397548
19830220T2000,-2.0597544
19830220T2100,-2.8997545
19830220T2200,-2.9397545
19830220T2300,-3.1997547
19830221T0000,-2.7097545
19830221T0100,-2.8097544
19830221T0200,-3.1897545
19830221T0300,-4.309755
19830221T0400,-4.4897547
19830221T0500,-4.3597546
19830221T0600,-4.459755
19830221T0700,-3.9497547
19830221T0800,-3.2197547
19830221T0900,-1.6697546
19830221T1000,-0.6897546
19830221T1100,2.4302454
19830221T1200,2.4802454
19830221T1300,2.6802454
19830221T1400,2.5902452
19830221T1500,2.8502455
19830221T1600,2.3402452
19830221T1700,2.2502456
19830221T1800,0.5902454
19830221T1900,-0.60975456
19830221T2000,-0.3897546
19830221T2100,-1.8297547
19830221T2200,-2.5097547
19830221T2300,-3.4297547
19830222T0000,-3.6397548
19830222T0100,-3.9197545
19830222T0200,-4.099755
19830222T0300,-4.829755
19830222T0400,-5.5897546
19830222T0500,-5.6797547
19830222T0600,-6.3797545
19830222T0700,-5.9697547
19830222T0800,-5.7197547
19830222T0900,-4.4197545
19830222T1000,-3.979755
19830222T1100,-0.1997546
19830222T1200,0.20024541
19830222T1300,0.7202454
19830222T1400,1.1902454
19830222T1500,2.0102453
19830222T1600,2.1202455
19830222T1700,1.6202455
19830222T1800,-2.0797548
19830222T1900,-3.2397547
19830222T2000,-3.1297545
19830222T2100,-4.4197545
19830222T2200,-4.4497547
19830222T2300,-5.6497545
19830223T0000,-5.5097547
19830223T0100,-5.619755
19830223T0200,-5.619755
19830223T0300,-6.019755
19830223T0400,-6.209755
19830223T0500,-6.209755
19830223T0600,-6.5897546
19830223T0700,-6.3997545
19830223T0800,-6.209755
19830223T0900,-4.729755
19830223T1000,-4.209755
19830223T1100,0.3902454
19830223T1200,0.8302454
19830223T1300,1.2502453
19830223T1400,2.0502453
19830223T1500,3.6202455
19830223T1600,3.4902453
19830223T1700,2.8602452
19830223T1800,0.5302454
19830223T1900,-0.39975458
19830223T2000,-1.4897546
19830223T2100,-2.5497546
19830223T2200,-2.8997545
19830223T2300,-3.9197545
19830224T0000,-3.7597547
19830224T0100,-4.059755
19830224T0200,-3.9697547
19830224T0300,-3.7997546
19830224T0400,-4.1597548
19830224T0500,-4.309755
19830224T0600,-4.349755
19830224T0700,-3.5997548
19830224T0800,-3.2497544
19830224T0900,-1.3097546
19830224T1000,-0.04975462
19830224T1100,3.2802453
19830224T1200,4.0102453
19830224T1300,4.8202453
19830224T1400,5.790245
19830224T1500,6.290245
19830224T1600,6.3102455
19830224T1700,5.3702455
19830224T1800,4.5602455
19830224T1900,3.2002454
19830224T2000,2.9502454
19830224T2100,2.1902454
19830224T2200,2.1002455
19830224T2300,1.0802454
19830225T0000,0.5702454
19830225T0100,0.11024541
19830225T0200,-0.10975462
19830225T0300,0.20024541
19830225T0400,0.2802454
19830225T0500,0.41024542
19830225T0600,0.2902454
19830225T0700,0.5902454
19830225T0800,0.9502454
19830225T0900,1.9202454
19830225T1000,3.0002456
19830225T1100,4.170245
19830225T1200,4.360245
19830225T1300,4.0602455
19830225T1400,3.4302454
19830225T1500,3.3202453
19830225T1600,3.3902454
19830225T1700,3.2802453
19830225T1800,3.3002453
19830225T1900,3.4602456
19830225T2000,3.5602455
19830225T2100,4.110245
19830225T2200,4.8902454
19830225T2300,5.0702453
19830226T0000,5.650245
19830226T0100,5.9502454
19830226T0200,6.3002453
19830226T0300,6.3902454
19830226T0400,6.4702454
19830226T0500,6.2602453
19830226T0600,6.1602454
19830226T0700,5.690245
19830226T0800,5.520245
19830226T0900,6.520245
19830226T1000,7.1202455
19830226T1100,8.550245
19830226T1200,8.730246
19830226T1300,8.350245
19830226T1400,8.070246
19830226T1500,8.280246
19830226T1600,8.210245
19830226T1700,8.290245
19830226T1800,7.3702455
19830226T1900,5.880245
19830226T2000,5.8002453
19830226T2100,5.4102454
19830226T2200,5.0502453
19830226T2300,6.8302455
19830227T0000,6.8102455
19830227T0100,6.6002455
19830227T0200,6.5602455
19830227T0300,6.230245
19830227T0400,5.9702454
19830227T0500,5.900245
19830227T0600,5.8202453
19830227T0700,6.2202454
19830227T0800,6.190245
19830227T0900,6.3202453
19830227T1000,6.230245
19830227T1100,6.8102455
19830227T1200,6.730245
19830227T1300,6.520245
19830227T1400,6.2202454
19830227T1500,6.6802454
19830227T1600,6.900245
19830227T1700,6.6002455
19830227T1800,5.6802454
19830227T1900,5.170245
19830227T2000,5.020245
19830227T2100,4.8502455
19830227T2200,4.8102455
19830227T2300,4.920245
19830228T0000,5.0902452
19830228T0100,5.190245
19830228T0200,5.210245
19830228T0300,5.230245
19830228T0400,5.1202455
19830228T0500,4.9702454
19830228T0600,4.690245
19830228T0700,4.8702455
19830228T0800,4.9102454
19830228T0900,5.2802453
19830228T1000,5.4902453
19830228T1100,6.3502455
19830228T1200,6.790245
19830228T1300,6.8502455
19830228T1400,6.5602455
19830228T1500,6.610245
19830228T1600,6.2402453
19830228T1700,6.020245
19830228T1800,5.1402454
19830228T1900,4.2502456
19830228T2000,4.3202453
19830228T2100,3.5402455
19830228T2200,3.3602452
19830228T2300,2.7502456
19830301T0000,3.1902456
19830301T0100,3.4802456
19830301T0200,3.3202453
19830301T0300,3.0802455
19830301T0400,2.8602452
19830301T0500,2.6002455
19830301T0600,2.9102454
19830301T0700,2.5502453
19830301T0800,2.5702453
19830301T0900,2.6502452
19830301T1000,2.7202454
19830301T1100,3.6502452
19830301T1200,3.3902454
19830301T1300,3.6102452
19830301T1400,3.6102452
19830301T1500,4.1902456
19830301T1600,4.0102453
19830301T1700,3.3702455
19830301T1800,3.1202455
19830301T1900,2.1902454
19830301T2000,2.6602454
19830301T2100,2.2402453
19830301T2200,2.1202455
19830301T2300,1.4802454
19830302T0000,1.5202454
19830302T0100,1.3302454
19830302T0200,1.3102454
19830302T0300,1.1002455
19830302T0400,0.8202454
19830302T0500,0.9402454
19830302T0600,0.7202454
19830302T0700,0.8202454
19830302T0800,1.0102454
19830302T0900,1.5902454
19830302T1000,1.6502454
19830302T1100,3.3502455
19830302T1200,3.4002452
19830302T1300,3.5402455
19830302T1400,3.6302452
19830302T1500,4.2202454
19830302T1600,4.0702453
19830302T1700,4.2702456
19830302T1800,3.8402452
19830302T1900,2.6902456
19830302T2000,2.9402456
19830302T2100,1.7902454
19830302T2200,1.1702454
19830302T2300,1.4202454
19830303T0000,1.2102454
19830303T0100,0.1202454
19830303T0200,0.2602454
19830303T0300,-0.3097546
19830303T0400,-0.1897546
19830303T0500,0.5402454
19830303T0600,0.8102454
19830303T0700,0.5902454
19830303T0800,0.5602454
19830303T0900,1.5802454
19830303T1000,1.7902454
19830303T1100,4.3302455
19830303T1200,4.5602455
19830303T1300,5.0802455
19830303T1400,5.3402452
19830303T1500,6.4102454
19830303T1600,6.8102455
19830303T1700,6.900245
19830303T1800,4.0002456
19830303T1900,1.9002454
19830303T2000,1.0402454
19830303T2100,-0.11975461
19830303T2200,-0.74975455
19830303T2300,-1.7397546
19830304T0000,-1.2997546
19830304T0100,-1.4297546
19830304T0200,-1.5897547
19830304T0300,-1.8397547
19830304T0400,-1.5197545
19830304T0500,-1.1697546
19830304T0600,-1.4197546
19830304T0700,-0.8397546
19830304T0800,-0.16975462
19830304T0900,0.9502454
19830304T1000,1.6402454
19830304T1100,3.9802456
19830304T1200,4.5802455
19830304T1300,5.6202455
19830304T1400,6.4302454
19830304T1500,7.540245
19830304T1600,7.8702455
19830304T1700,7.6402454
19830304T1800,5.8002453
19830304T1900,4.360245
19830304T2000,3.8002453
19830304T2100,0.5802454
19830304T2200,-0.29975462
19830304T2300,-0.61975455
19830305T0000,-0.76975465
19830305T0100,-0.5597546
19830305T0200,-0.7097546
19830305T0300,-1.0197546
19830305T0400,-1.0397546
19830305T0500,-1.0297546
19830305T0600,-1.4797546
19830305T0700,-1.1697546
19830305T0800,0.050245404
19830305T0900,1.7802454
19830305T1000,2.5702453
19830305T1100,5.9702454
19830305T1200,6.540245
19830305T1300,7.0702453
19830305T1400,7.8102455
19830305T1500,8.840245
19830305T1600,9.230246
19830305T1700,8.760245
19830305T1800,6.360245
19830305T1900,4.860245
19830305T2000,5.2802453
19830305T2100,3.9002452
19830305T2200,3.3902454
19830305T2300,2.9202452
19830306T0000,2.9202452
19830306T0100,2.8502455
19830306T0200,2.4902453
19830306T0300,-0.08975458
19830306T0400,-0.98975456
19830306T0500,-0.98975456
19830306T0600,-1.2797546
19830306T0700,-1.2297546
19830306T0800,-0.2697546
19830306T0900,1.4102454
19830306T1000,2.8902454
19830306T1100,5.3202453
19830306T1200,6.0302453
19830306T1300,6.8202453
19830306T1400,7.3502455
19830306T1500,8.390245
19830306T1600,8.120246
19830306T1700,8.0602455
19830306T1800,6.4902453
19830306T1900,3.8602452
19830306T2000,4.1602454
19830306T2100,3.3802452
19830306T2200,2.3602452
19830306T2300,2.0702453
19830307T0000,2.3902454
19830307T0100,3.2502456
19830307T0200,3.0902452
19830307T0300,2.8802452
19830307T0400,2.9702454
19830307T0500,2.0902452
19830307T0600,1.5902454
19830307T0700,3.1402454
19830307T0800,3.0302453
19830307T0900,4.8202453
19830307T1000,5.1202455
19830307T1100,7.6602454
19830307T1200,7.980245
19830307T1300,7.9902453
19830307T1400,8.590245
19830307T1500,10.390245
19830307T1600,10.490245
19830307T1700,10.480246
19830307T1800,7.380245
19830307T1900,5.6202455
19830307T2000,5.460245
19830307T2100,4.6402454
19830307T2200,4.130245
19830307T2300,2.5602455
19830308T0000,2.4302454
19830308T0100,1.9702454
19830308T0200,1.7502455
19830308T0300,1.2502453
19830308T0400,0.7102454
19830308T0500,0.9102454
19830308T0600,1.1302454
19830308T0700,1.5002453
19830308T0800,2.0402455
19830308T0900,4.4502454
19830308T1000,5.8002453
19830308T1100,9.940246
19830308T1200,10.5602455
19830308T1300,10.870245
19830308T1400,11.300245
19830308T1500,13.190246
19830308T1600,13.380245
19830308T1700,13.430245
19830308T1800,11.040245
19830308T1900,9.170245
19830308T2000,6.7802453
19830308T2100,4.650245
19830308T2200,4.5202456
19830308T2300,3.3202453
19830309T0000,3.1802454
19830309T0100,2.8902454
19830309T0200,2.8202453
19830309T0300,2.1702454
19830309T0400,1.8902454
19830309T0500,2.0702453
19830309T0600,1.5702454
19830309T0700,2.6802454
19830309T0800,3.1502452
19830309T0900,6.2202454
19830309T1000,8.580245
19830309T1100,13.900246
19830309T1200,14.450245
19830309T1300,14.960245
19830309T1400,15.390245
19830309T1500,16.930244
19830309T1600,16.970245
19830309T1700,16.990246
19830309T1800,14.840245
19830309T1900,13.940246
19830309T2000,13.460245
19830309T2100,9.590245
19830309T2200,8.030246
19830309T2300,7.040245
19830310T0000,7.1002455
19830310T0100,6.8002453
19830310T0200,6.5102453
19830310T0300,5.170245
19830310T0400,3.9402456
19830310T0500,3.3802452
19830310T0600,2.7302456
19830310T0700,3.2402453
19830310T0800,3.8402452
19830310T0900,6.690245
19830310T1000,8.550245
19830310T1100,13.200245
19830310T1200,13.500245
19830310T1300,14.0602455
19830310T1400,14.650246
19830310T1500,16.010246
19830310T1600,15.720245
19830310T1700,15.5602455
19830310T1800,12.210245
19830310T1900,11.730246
19830310T2000,9.910245
19830310T2100,7.5902452
19830310T2200,7.0602455
19830310T2300,5.940245
19830311T0000,4.5702453
19830311T0100,3.9602456
19830311T0200,3.7002454
19830311T0300,3.4202452
19830311T0400,3.0502453
19830311T0500,3.2402453
19830311T0600,2.6102452
19830311T0700,2.4102454
19830311T0800,2.2402453
19830311T0900,3.5002456
19830311T1000,4.0902452
19830311T1100,8.910245
19830311T1200,9.840245
19830311T1300,10.270246
19830311T1400,10.500245
19830311T1500,12.460245
19830311T1600,12.590245
19830311T1700,12.590245
19830311T1800,10.210245
19830311T1900,8.110246
19830311T2000,7.860245
19830311T2100,6.8302455
19830311T2200,6.020245
19830311T2300,6.190245
19830312T0000,5.9902453
19830312T0100,6.5102453
19830312T0200,5.9702454
19830312T0300,5.5802455
19830312T0400,5.3702455
19830312T0500,5.4102454
19830312T0600,5.0102453
19830312T0700,4.7802453
19830312T0800,4.9102454
19830312T0900,5.900245
19830312T1000,6.3002453
19830312T1100,9.840245
19830312T1200,10.150246
19830312T1300,10.640245
19830312T1400,10.8102455
19830312T1500,11.910245
19830312T1600,11.590245
19830312T1700,11.600245
19830312T1800,9.350245
19830312T1900,6.480245
19830312T2000,5.980245
19830312T2100,3.9902453
19830312T2200,3.2302456
19830312T2300,1.6702454
19830313T0000,1.7602454
19830313T0100,1.9502454
19830313T0200,1.8702455
19830313T0300,1.0702454
19830313T0400,0.52024543
19830313T0500,0.14024541
19830313T0600,-0.35975462
19830313T0700,0.16024542
19830313T0800,0.9502454
19830313T0900,4.0902452
19830313T1000,5.420245
19830313T1100,11.470245
19830313T1200,12.340245
19830313T1300,13.240245
19830313T1400,13.950245
19830313T1500,15.800245
19830313T1600,16.210245
19830313T1700,16.460245
19830313T1800,13.430245
19830313T1900,11.030245
19830313T2000,10.530245
19830313T2100,8.320246
19830313T2200,7.3902454
19830313T2300,7.460245
19830314T0000,7.3102455
19830314T0100,7.1802454
19830314T0200,7.230245
19830314T0300,7.6602454
19830314T0400,8.090245
19830314T0500,8.480246
19830314T0600,8.770246
19830314T0700,9.140245
19830314T0800,9.260245
19830314T0900,9.050245
19830314T1000,9.390245
19830314T1100,11.770246
19830314T1200,11.960245
19830314T1300,12.420245
19830314T1400,13.160245
19830314T1500,13.870245
19830314T1600,13.720245
19830314T1700,13.660245
19830314T1800,12.580245
19830314T1900,11.880245
19830314T2000,10.400246
19830314T2100,9.650246
19830314T2200,8.790245
19830314T2300,8.130245
19830315T0000,8.410246
19830315T0100,8.630245
19830315T0200,8.670245
19830315T0300,7.960245
19830315T0400,7.8302455
19830315T0500,8.030246
19830315T0600,7.9302454
19830315T0700,7.8502455
19830315T0800,7.630245
19830315T0900,7.900245
19830315T1000,8.240246
19830315T1100,8.5602455
19830315T1200,8.900246
19830315T1300,8.5602455
19830315T1400,8.660245
19830315T1500,8.390245
19830315T1600,8.050245
19830315T1700,8.100245
19830315T1800,7.860245
19830315T1900,7.7002454
19830315T2000,7.860245
19830315T2100,7.6602454
19830315T2200,7.630245
19830315T2300,7.270245
19830316T0000,7.4302454
19830316T0100,7.5302453
19830316T0200,7.5102453
19830316T0300,7.4102454
19830316T0400,7.5702453
19830316T0500,7.5102453
19830316T0600,7.440245
19830316T0700,7.3102455
19830316T0800,7.0502453
19830316T0900,7.150245
19830316T1000,6.690245
19830316T1100,7.770245
19830316T1200,7.6602454
19830316T1300,7.520245
19830316T1400,7.7202454
19830316T1500,8.260245
19830316T1600,8.340245
19830316T1700,8.380245
19830316T1800,8.280246
19830316T1900,8.110246
19830316T2000,8.150246
19830316T2100,7.7402453
19830316T2200,7.750245
19830316T2300,7.000245
19830317T0000,7.0802455
19830317T0100,6.940245
19830317T0200,6.980245
19830317T0300,6.5502453
19830317T0400,6.000245
19830317T0500,5.9502454
19830317T0600,5.440245
19830317T0700,5.5802455
19830317T0800,6.1802454
19830317T0900,6.960245
19830317T1000,7.750245
19830317T1100,10.030245
19830317T1200,10.150246
19830317T1300,10.240245
19830317T1400,10.970245
19830317T1500,11.880245
19830317T1600,12.040245
19830317T1700,12.080245
19830317T1800,10.440246
19830317T1900,8.770246
19830317T2000,7.960245
19830317T2100,6.920245
19830317T2200,7.440245
19830317T2300,6.3902454
19830318T0000,6.3302455
19830318T0100,6.480245
19830318T0200,6.670245
19830318T0300,7.0802455
19830318T0400,7.3002453
19830318T0500,7.5902452
19830318T0600,8.030246
19830318T0700,8.500245
19830318T0800,8.680245
19830318T0900,8.650246
19830318T1000,8.620245
19830318T1100,10.300245
19830318T1200,9.960245
19830318T1300,10.430245
19830318T1400,10.540245
19830318T1500,11.020246
19830318T1600,11.220245
19830318T1700,11.100245
19830318T1800,11.120245
19830318T1900,10.600245
19830318T2000,10.640245
19830318T2100,10.440246
19830318T2200,10.120245
19830318T2300,9.870245
19830319T0000,9.780245
19830319T0100,9.910245
19830319T0200,9.550245
19830319T0300,9.5602455
19830319T0400,9.620245
19830319T0500,9.760245
19830319T0600,9.780245
19830319T0700,9.930245
19830319T0800,10.000245
19830319T0900,10.700245
19830319T1000,11.150246
19830319T1100,11.490245
19830319T1200,10.960245
19830319T1300,10.920245
19830319T1400,11.200245
19830319T1500,11.290245
19830319T1600,11.150246
19830319T1700,11.360246
19830319T1800,10.850245
19830319T1900,10.580245
19830319T2000,10.780245
19830319T2100,10.140245
19830319T2200,9.740245
19830319T2300,9.160245
19830320T0000,9.040245
19830320T0100,9.020246
19830320T0200,8.920245
19830320T0300,7.9302454
19830320T0400,7.9102454
19830320T0500,8.460245
19830320T0600,8.110246
19830320T0700,8.440246
19830320T0800,8.230246
19830320T0900,9.410245
19830320T1000,9.670245
19830320T1100,12.500245
19830320T1200,12.8102455
19830320T1300,12.820246
19830320T1400,13.280245
19830320T1500,14.240245
19830320T1600,14.410245
19830320T1700,14.410245
19830320T1800,12.760245
19830320T1900,10.530245
19830320T2000,9.8102455
19830320T2100,9.540245
19830320T2200,7.020245
19830320T2300,6.9302454
19830321T0000,7.0702453
19830321T0100,7.380245
19830321T0200,7.5802455
19830321T0300,8.0602455
19830321T0400,7.3902454
19830321T0500,7.110245
19830321T0600,7.1002455
19830321T0700,7.860245
19830321T0800,8.690246
19830321T0900,9.460245
19830321T1000,10.040245
19830321T1100,12.200245
19830321T1200,12.140245
19830321T1300,12.070246
19830321T1400,12.190246
19830321T1500,12.670245
19830321T1600,11.770246
19830321T1700,11.580245
19830321T1800,11.210245
19830321T1900,11.400246
19830321T2000,11.470245
19830321T2100,11.120245
19830321T2200,11.080245
19830321T2300,9.920245
19830322T0000,9.450245
19830322T0100,8.920245
19830322T0200,8.930245
19830322T0300,7.8902454
19830322T0400,7.630245
19830322T0500,7.8202453
19830322T0600,7.0502453
19830322T0700,6.1402454
19830322T0800,5.500245
19830322T0900,5.3702455
19830322T1000,5.6802454
19830322T1100,7.0702453
19830322T1200,7.3102455
19830322T1300,7.520245
19830322T1400,7.920245
19830322T1500,6.7002454
19830322T1600,6.130245
19830322T1700,6.4902453
19830322T1800,6.0702453
19830322T1900,5.3202453
19830322T2000,5.5602455
19830322T2100,5.5502453
19830322T2200,4.8202453
19830322T2300,5.210245
19830323T0000,5.000245
19830323T0100,5.0602455
19830323T0200,5.250245
19830323T0300,5.0302453
19830323T0400,5.0302453
19830323T0500,4.8402452
19830323T0600,4.730245
19830323T0700,5.0502453
19830323T0800,4.8502455
19830323T0900,5.7602453
19830323T1000,6.440245
19830323T1100,7.920245
19830323T1200,8.620245
19830323T1300,9.0602455
19830323T1400,9.220245
19830323T1500,10.260245
19830323T1600,10.650246
19830323T1700,10.970245
19830323T1800,10.430245
19830323T1900,8.790245
19830323T2000,8.600245
19830323T2100,8.010245
19830323T2200,7.790245
19830323T2300,8.670245
19830324T0000,9.120245
19830324T0100,9.140245
19830324T0200,9.500245
19830324T0300,9.880245
19830324T0400,10.220245
19830324T0500,10.290245
19830324T0600,10.490245
19830324T0700,10.320246
19830324T0800,10.140245
19830324T0900,10.960245
19830324T1000,11.200245
19830324T1100,13.760245
19830324T1200,13.990245
19830324T1300,12.930245
19830324T1400,13.480246
19830324T1500,13.070246
19830324T1600,12.320246
19830324T1700,11.970245
19830324T1800,10.750245
19830324T1900,9.450245
19830324T2000,9.270246
19830324T2100,8.610246
19830324T2200,8.460245
19830324T2300,7.6802454
19830325T0000,7.7002454
19830325T0100,7.5902452
19830325T0200,7.5702453
19830325T0300,7.0602455
19830325T0400,6.8202453
19830325T0500,5.8102455
19830325T0600,3.7402453
19830325T0700,2.1202455
19830325T0800,2.2802453
19830325T0900,2.5302453
19830325T1000,2.6402454
19830325T1100,3.3902454
19830325T1200,3.7402453
19830325T1300,4.2302456
19830325T1400,4.8002453
19830325T1500,5.4102454
19830325T1600,5.5702453
19830325T1700,5.6802454
19830325T1800,5.130245
19830325T1900,3.5502453
19830325T2000,3.1502452
19830325T2100,2.4002454
19830325T2200,2.0502453
19830325T2300,1.7902454
19830326T0000,1.9502454
19830326T0100,2.0102453
19830326T0200,2.4602454
19830326T0300,2.5302453
19830326T0400,2.6702452
19830326T0500,2.4802454
19830326T0600,2.0102453
19830326T0700,2.1302454
19830326T0800,1.3902454
19830326T0900,1.2202454
19830326T1000,1.3302454
19830326T1100,3.2202454
19830326T1200,3.4302454
19830326T1300,3.5402455
19830326T1400,4.2302456
19830326T1500,4.8202453
19830326T1600,3.9902453
19830326T1700,3.4802456
19830326T1800,3.1102452
19830326T1900,2.7002454
19830326T2000,2.1902454
19830326T2100,1.7502455
19830326T2200,1.6002454
19830326T2300,1.5402454
19830327T0000,1.5502454
19830327T0100,1.7402455
19830327T0200,1.9802454
19830327T0300,1.2202454
19830327T0400,0.8702454
19830327T0500,0.52024543
19830327T0600,-0.17975461
19830327T0700,0.7602454
19830327T0800,1.1002455
19830327T0900,3.1202455
